ticker,contractSymbol,expiration,retrieval_datetime_utc,S,Strike,Tau,Sigma,Call,Price
AAPL,AAPL260612C00295000,2026-06-12,2026-05-09T05:35:17.320466+00:00,293.32000732421875,295.0,0.09041095890410959,0.23249854186725905,1,8.0
AAPL,AAPL260612C00290000,2026-06-12,2026-05-09T05:35:17.320466+00:00,293.32000732421875,290.0,0.09041095890410959,0.23249854186725905,1,10.725
AAPL,AAPL260612C00300000,2026-06-12,2026-05-09T05:35:17.320466+00:00,293.32000732421875,300.0,0.09041095890410959,0.23249854186725905,1,5.825
AAPL,AAPL260612P00295000,2026-06-12,2026-05-09T05:35:17.320466+00:00,293.32000732421875,295.0,0.09041095890410959,0.23249854186725905,0,8.975
AAPL,AAPL260612P00290000,2026-06-12,2026-05-09T05:35:17.320466+00:00,293.32000732421875,290.0,0.09041095890410959,0.23249854186725905,0,6.699999999999999
AAPL,AAPL260612P00300000,2026-06-12,2026-05-09T05:35:17.320466+00:00,293.32000732421875,300.0,0.09041095890410959,0.23249854186725905,0,11.75
AAPL,AAPL261120C00295000,2026-11-20,2026-05-09T05:35:17.320466+00:00,293.32000732421875,295.0,0.5315068493150685,0.23249854186725905,1,24.15
AAPL,AAPL261120C00290000,2026-11-20,2026-05-09T05:35:17.320466+00:00,293.32000732421875,290.0,0.5315068493150685,0.23249854186725905,1,26.875
AAPL,AAPL261120C00300000,2026-11-20,2026-05-09T05:35:17.320466+00:00,293.32000732421875,300.0,0.5315068493150685,0.23249854186725905,1,21.625
AAPL,AAPL261120P00295000,2026-11-20,2026-05-09T05:35:17.320466+00:00,293.32000732421875,295.0,0.5315068493150685,0.23249854186725905,0,20.75
AAPL,AAPL261120P00290000,2026-11-20,2026-05-09T05:35:17.320466+00:00,293.32000732421875,290.0,0.5315068493150685,0.23249854186725905,0,18.525
AAPL,AAPL261120P00300000,2026-11-20,2026-05-09T05:35:17.320466+00:00,293.32000732421875,300.0,0.5315068493150685,0.23249854186725905,0,23.275
AAPL,AAPL280317C00290000,2028-03-17,2026-05-09T05:35:17.320466+00:00,293.32000732421875,290.0,1.8547945205479452,0.23249854186725905,1,55.175
AAPL,AAPL280317C00300000,2028-03-17,2026-05-09T05:35:17.320466+00:00,293.32000732421875,300.0,1.8547945205479452,0.23249854186725905,1,50.1
AAPL,AAPL280317C00280000,2028-03-17,2026-05-09T05:35:17.320466+00:00,293.32000732421875,280.0,1.8547945205479452,0.23249854186725905,1,60.8
AAPL,AAPL280317P00290000,2028-03-17,2026-05-09T05:35:17.320466+00:00,293.32000732421875,290.0,1.8547945205479452,0.23249854186725905,0,33.525000000000006
AAPL,AAPL280317P00300000,2028-03-17,2026-05-09T05:35:17.320466+00:00,293.32000732421875,300.0,1.8547945205479452,0.23249854186725905,0,38.599999999999994
AAPL,AAPL280317P00280000,2028-03-17,2026-05-09T05:35:17.320466+00:00,293.32000732421875,280.0,1.8547945205479452,0.23249854186725905,0,29.825
ABNB,ABNB260612C00142000,2026-06-12,2026-05-09T05:35:20.406519+00:00,141.49000549316406,142.0,0.09041095890410959,0.2968498512361356,1,6.3
ABNB,ABNB260612C00140000,2026-06-12,2026-05-09T05:35:20.406519+00:00,141.49000549316406,140.0,0.09041095890410959,0.2968498512361356,1,7.675
ABNB,ABNB260612C00143000,2026-06-12,2026-05-09T05:35:20.406519+00:00,141.49000549316406,143.0,0.09041095890410959,0.2968498512361356,1,6.175
ABNB,ABNB260612P00140000,2026-06-12,2026-05-09T05:35:20.406519+00:00,141.49000549316406,140.0,0.09041095890410959,0.2968498512361356,0,5.225
ABNB,ABNB260612P00137000,2026-06-12,2026-05-09T05:35:20.406519+00:00,141.49000549316406,137.0,0.09041095890410959,0.2968498512361356,0,3.95
ABNB,ABNB260612P00136000,2026-06-12,2026-05-09T05:35:20.406519+00:00,141.49000549316406,136.0,0.09041095890410959,0.2968498512361356,0,3.6500000000000004
ABNB,ABNB261016C00140000,2026-10-16,2026-05-09T05:35:20.406519+00:00,141.49000549316406,140.0,0.43561643835616437,0.2968498512361356,1,15.775
ABNB,ABNB261016C00145000,2026-10-16,2026-05-09T05:35:20.406519+00:00,141.49000549316406,145.0,0.43561643835616437,0.2968498512361356,1,13.15
ABNB,ABNB261016C00135000,2026-10-16,2026-05-09T05:35:20.406519+00:00,141.49000549316406,135.0,0.43561643835616437,0.2968498512361356,1,18.375
ABNB,ABNB261016P00140000,2026-10-16,2026-05-09T05:35:20.406519+00:00,141.49000549316406,140.0,0.43561643835616437,0.2968498512361356,0,11.55
ABNB,ABNB261016P00145000,2026-10-16,2026-05-09T05:35:20.406519+00:00,141.49000549316406,145.0,0.43561643835616437,0.2968498512361356,0,14.025
ABNB,ABNB261016P00135000,2026-10-16,2026-05-09T05:35:20.406519+00:00,141.49000549316406,135.0,0.43561643835616437,0.2968498512361356,0,9.375
ABNB,ABNB280121C00140000,2028-01-21,2026-05-09T05:35:20.406519+00:00,141.49000549316406,140.0,1.7013698630136986,0.2968498512361356,1,34.25
ABNB,ABNB280121C00145000,2028-01-21,2026-05-09T05:35:20.406519+00:00,141.49000549316406,145.0,1.7013698630136986,0.2968498512361356,1,32.275
ABNB,ABNB280121C00135000,2028-01-21,2026-05-09T05:35:20.406519+00:00,141.49000549316406,135.0,1.7013698630136986,0.2968498512361356,1,36.325
ABNB,ABNB280121P00140000,2028-01-21,2026-05-09T05:35:20.406519+00:00,141.49000549316406,140.0,1.7013698630136986,0.2968498512361356,0,24.075000000000003
ABNB,ABNB280121P00145000,2028-01-21,2026-05-09T05:35:20.406519+00:00,141.49000549316406,145.0,1.7013698630136986,0.2968498512361356,0,26.2
ABNB,ABNB280121P00135000,2028-01-21,2026-05-09T05:35:20.406519+00:00,141.49000549316406,135.0,1.7013698630136986,0.2968498512361356,0,21.675
